id,order,expected_json
189,Can I get pair of tall caramel macchiatos plus CLASSIC SYRUP plus five bacon gouda sandwichs plus an avocado toast.,"{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""Classic Syrup""]}, {""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 5, ""modifiers"": []}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 45.0}"
190,"I'll take a short americano include sugar free vanilla... actually nevermind sugar free vanilla. Coconut Milk, plus a few venti iced coffee add Light Ice.","{""items"": [{""name"": ""Americano"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Coconut Milk""]}, {""name"": ""Iced Coffee"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": [""Light Ice""]}], ""total_price"": 15.7}"
191,"Gimme a grande earl grey tea add skim milk, paired with a um Venti Chai Latte and SKIM MILK plus double venti matcha latte.","{""items"": [{""name"": ""Earl Grey Tea"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""Skim Milk""]}, {""name"": ""Chai Latte"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": [""Skim Milk""]}, {""name"": ""Matcha Latte"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 21.75}"
192,"I'm feeling like a short espresso include Caramel Syrup with cold foam. scratch that one cold foam... SOY MILK, remove that. Then give me couple of short earl grey teas. Also pair of TALL caramel macchiatos you know, add light ice - actually nevermind light ice... Vanilla Syrup. Also one um venti Flat White.","{""items"": [{""name"": ""Earl Grey Tea"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Caramel Macchiato"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""Vanilla Syrup""]}, {""name"": ""Flat White"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 22.25}"
193,"I'd like to order double Grande flat white, Almond Milk wait scratch that one Almond Milk - no ice plus Soy Milk and a trenta cold brew and double like trenta green teas plus one Grande matcha latte with classic like syrup plus vanilla syrup.","{""items"": [{""name"": ""Flat White"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": [""No Ice"", ""Soy Milk""]}, {""name"": ""Cold Brew"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Green Tea"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Matcha Latte"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""Classic Syrup"", ""Vanilla Syrup""]}], ""total_price"": 32.7}"
194,Can I get a few grande drip coffee and triple short americanos plus four short Mochas plus extra shot.,"{""items"": [{""name"": ""Drip Coffee"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Americano"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Mocha"", ""size"": ""Short"", ""quantity"": 4, ""modifiers"": [""Extra Shot""]}], ""total_price"": 40.0}"
195,"Could I have a short you know, Green Tea. Next, I need triple TRENTA flat white. Then give me one venti espresso, coupled with three Venti actually lattes.","{""items"": [{""name"": ""Green Tea"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Flat White"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Espresso"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Latte"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": []}], ""total_price"": 41.75}"
196,Hook me up with a bagel.,"{""items"": [{""name"": ""Bagel"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 2.5}"
197,"Grab me pair of Short green tea you know, with Sugar Free Vanilla, remove that Sugar Free Vanilla wait ALMOND MILK, plus an avocado like toast. Next, I need double tall literally americanos, coupled with a butter croissant... wait, change that to triple.","{""items"": [{""name"": ""Green Tea"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Almond Milk""]}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Americano"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 30.7}"
198,"Let's do couple of Trenta FRAPPE (COFFEE)s. Then give me a you know, bacon gouda sandwich. Oh, and add five Venti matcha latte and a short cappuccino add hazelnut syrup, actually nevermind um hazelnut syrup, light ice with peppermint syrup. wait cancel that.","{""items"": [{""name"": ""Frappe (Coffee)"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Matcha Latte"", ""size"": ""Venti"", ""quantity"": 5, ""modifiers"": []}], ""total_price"": 50.75}"
199,"Let me get triple Venti GREEN TEA, no whip include extra hot with caramel syrup plus triple like grande CHAI LATTE. Oh, and add five trenta cappuccinos with oat milk plus peppermint syrup, and also four um tall Iced Coffees.","{""items"": [{""name"": ""Green Tea"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": [""No Whip"", ""Extra Hot"", ""Caramel Syrup""]}, {""name"": ""Chai Latte"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Cappuccino"", ""size"": ""Trenta"", ""quantity"": 5, ""modifiers"": [""Oat Milk"", ""Peppermint Syrup""]}, {""name"": ""Iced Coffee"", ""size"": ""Tall"", ""quantity"": 4, ""modifiers"": []}], ""total_price"": 77.75}"
200,"Lemme get five Blueberry um Muffins. Also a grande drip coffee add almond milk. wait cancel that almond milk, cold foam add breve um - wait cancel that breve wait extra shot.","{""items"": [{""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 5, ""modifiers"": []}, {""name"": ""Drip Coffee"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""Cold Foam"", ""Extra Shot""]}], ""total_price"": 24.0}"
201,I'd like to order a grande cappuccino plus cold foam with extra shot include caramel syrup - remove that caramel syrup - caramel drizzle and double short like chai latte plus OAT MILK with coconut milk and an actually avocado toast.,"{""items"": [{""name"": ""Cappuccino"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""Cold Foam"", ""Extra Shot"", ""Caramel Drizzle""]}, {""name"": ""Chai Latte"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Oat Milk"", ""Coconut Milk""]}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 26.25}"
202,"I'm feeling like couple of trenta americano, ensure no whip add extra hot, wait cancel that extra hot. WHIP CREAM plus sugar free vanilla.","{""items"": [{""name"": ""Americano"", ""size"": ""Trenta"", ""quantity"": 2, ""modifiers"": [""No Whip"", ""Whip Cream"", ""Sugar Free Vanilla""]}], ""total_price"": 12.0}"
203,Grab me four tall green teas include almond milk. wait cancel that almond milk - oat milk.,"{""items"": [{""name"": ""Green Tea"", ""size"": ""Tall"", ""quantity"": 4, ""modifiers"": [""Oat Milk""]}], ""total_price"": 15.2}"
204,"Could you get me double butter croissants, and also double Grande caramel macchiatos plus sugar free vanilla with vanilla syrup plus couple of grande matcha lattes.","{""items"": [{""name"": ""Butter Croissant"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Caramel Macchiato"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": [""Sugar Free Vanilla"", ""Vanilla Syrup""]}, {""name"": ""Matcha Latte"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": []}], ""total_price"": 32.0}"
205,"Hook me up with pair of tall Drip Coffee add sugar free vanilla - actually nevermind sugar free vanilla - Skim Milk, plus three trenta CHAI LATTEs - actually nevermind plus a tall flat white plus light ice. wait cancel that light ice, HAZELNUT SYRUP.","{""items"": [{""name"": ""Drip Coffee"", ""size"": ""Tall"", ""quantity"": 2, ""modifiers"": [""Skim Milk""]}, {""name"": ""Flat White"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Hazelnut Syrup""]}], ""total_price"": 10.25}"
206,"Could you get me three VENTI actually cold brew with Sugar Free Vanilla include Soy Milk - remove that plus couple of uh bacon gouda sandwichs, plus one trenta green tea.","{""items"": [{""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Green Tea"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 15.5}"
207,"I'd like to order a blueberry muffin, plus a trenta uh frappe (coffee) with peppermint syrup, coupled with three SHORT earl grey teas.","{""items"": [{""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Frappe (Coffee)"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Peppermint Syrup""]}, {""name"": ""Earl Grey Tea"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": []}], ""total_price"": 18.75}"
208,"I'd like to order five GRANDE caramel macchiatos make sure there's make sure no whip, and also pair of avocado toasts plus double bacon gouda sandwichs.","{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Grande"", ""quantity"": 5, ""modifiers"": [""No Whip""]}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 2, ""modifiers"": []}, {""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 2, ""modifiers"": []}], ""total_price"": 53.75}"
209,"I'll have five literally blueberry muffin and four trenta earl grey teas add hold the whip... remove that hold the whip - hazelnut syrup plus Hazelnut Syrup. remove that Hazelnut Syrup - coconut milk and Classic Syrup. wait cancel that Classic Syrup - vanilla syrup, plus five Tall latte and Skim Milk include oat milk.","{""items"": [{""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 5, ""modifiers"": []}, {""name"": ""Earl Grey Tea"", ""size"": ""Trenta"", ""quantity"": 4, ""modifiers"": [""Hazelnut Syrup"", ""Coconut Milk"", ""Vanilla Syrup""]}, {""name"": ""Latte"", ""size"": ""Tall"", ""quantity"": 5, ""modifiers"": [""Skim Milk"", ""Oat Milk""]}], ""total_price"": 70.05}"
210,"I'll take a grande chai latte, plus one grande iced coffee add ensure no ice wait scratch that one ensure no ice... extra shot with whip cream. Next, I need a Butter Croissant, wait cancel that and a few short Hot like Chocolates.","{""items"": [{""name"": ""Chai Latte"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Iced Coffee"", ""size"": ""Grande"", ""quantity"": 1, ""modifiers"": [""Extra Shot"", ""Whip Cream""]}, {""name"": ""Hot Chocolate"", ""size"": ""Short"", ""quantity"": 3, ""modifiers"": []}], ""total_price"": 20.75}"
211,"Hook me up with two grande literally frappe (mocha)s. Oh, and add one grande green tea - bump that to a few.","{""items"": [{""name"": ""Frappe (Mocha)"", ""size"": ""Grande"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Green Tea"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": []}], ""total_price"": 23.0}"
212,Let me get a trenta earl grey uh tea with extra shot.,"{""items"": [{""name"": ""Earl Grey Tea"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": [""Extra Shot""]}], ""total_price"": 5.5}"
213,"Let's do two tall caramel macchiato include caramel syrup add ALMOND MILK wait wait cancel that, coupled with four um venti flat white - remove that. Next, I need a few you know, Tall matcha lattes with Hazelnut Syrup.","{""items"": [{""name"": ""Matcha Latte"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": [""Hazelnut Syrup""]}], ""total_price"": 17.25}"
214,"Start me off with a few bagels wait no, make it single. Also a literally venti caramel macchiato and single tall latte plus caramel syrup with caramel drizzle. actually make that four.","{""items"": [{""name"": ""Bagel"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Caramel Macchiato"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Latte"", ""size"": ""Tall"", ""quantity"": 4, ""modifiers"": [""Caramel Syrup"", ""Caramel Drizzle""]}], ""total_price"": 30.75}"
215,"I'm feeling like three venti Strawberry Smoothies with extra shot, scratch that one extra shot... vanilla syrup. Then give me one short strawberry smoothie.","{""items"": [{""name"": ""Strawberry Smoothie"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": [""Vanilla Syrup""]}, {""name"": ""Strawberry Smoothie"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": []}], ""total_price"": 28.0}"
216,"Start me off with one Trenta caramel macchiato. Oh, and add a short latte include Cold Foam plus hazelnut you know, syrup. Also single short flat white include skim um milk and four trenta frappe (coffee) add like hazelnut syrup.","{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Latte"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Cold Foam"", ""Hazelnut Syrup""]}, {""name"": ""Flat White"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Skim Milk""]}, {""name"": ""Frappe (Coffee)"", ""size"": ""Trenta"", ""quantity"": 4, ""modifiers"": [""Hazelnut Syrup""]}], ""total_price"": 46.75}"
217,I'm feeling like four short Matcha Lattes.,"{""items"": [{""name"": ""Matcha Latte"", ""size"": ""Short"", ""quantity"": 4, ""modifiers"": []}], ""total_price"": 19.0}"
218,Gimme three grande lattes with COLD FOAM.,"{""items"": [{""name"": ""Latte"", ""size"": ""Grande"", ""quantity"": 3, ""modifiers"": [""Cold Foam""]}], ""total_price"": 18.75}"
219,Let's do a Trenta latte plus a SHORT frappe (mocha) include soy um milk.,"{""items"": [{""name"": ""Latte"", ""size"": ""Trenta"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Frappe (Mocha)"", ""size"": ""Short"", ""quantity"": 1, ""modifiers"": [""Soy Milk""]}], ""total_price"": 11.85}"
220,I'm feeling like a few bacon um gouda sandwichs.,"{""items"": [{""name"": ""Bacon Gouda Sandwich"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 16.5}"
221,I'll have a actually VENTI cappuccino and single tall Latte and peppermint syrup with Caramel Drizzle... remove that Caramel Drizzle - Sugar Free Vanilla include extra literally shot wait wait cancel that extra shot wait whip cream. Also three BAGEL.,"{""items"": [{""name"": ""Cappuccino"", ""size"": ""Venti"", ""quantity"": 1, ""modifiers"": []}, {""name"": ""Latte"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Peppermint Syrup"", ""Sugar Free Vanilla"", ""Whip Cream""]}, {""name"": ""Bagel"", ""size"": null, ""quantity"": 3, ""modifiers"": []}], ""total_price"": 19.0}"
222,"Gimme two venti Caramel literally Macchiatos - no, make it three.","{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Venti"", ""quantity"": 3, ""modifiers"": []}], ""total_price"": 18.75}"
223,"Could you get me a tall iced coffee, you know, ensure No Ice. Oh, and add five tall espresso, bump that to a literally few, and also a BLUEBERRY uh MUFFIN, paired with a few Tall HOT CHOCOLATE plus cold foam... actually nevermind cold foam... you know, Soy Milk.","{""items"": [{""name"": ""Iced Coffee"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""No Ice""]}, {""name"": ""Espresso"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Blueberry Muffin"", ""size"": null, ""quantity"": 1, ""modifiers"": []}, {""name"": ""Hot Chocolate"", ""size"": ""Tall"", ""quantity"": 3, ""modifiers"": [""Soy Milk""]}], ""total_price"": 29.55}"
224,"Let's do pair um of venti CHAI LATTE, plus a few VENTI Cold literally Brew. wait cancel that. Then give me two short Earl Grey Teas include caramel drizzle.","{""items"": [{""name"": ""Chai Latte"", ""size"": ""Venti"", ""quantity"": 2, ""modifiers"": []}, {""name"": ""Earl Grey Tea"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Caramel Drizzle""]}], ""total_price"": 17.5}"
225,Could I have a few trenta drip coffee plus one Avocado Toast.,"{""items"": [{""name"": ""Drip Coffee"", ""size"": ""Trenta"", ""quantity"": 3, ""modifiers"": []}, {""name"": ""Avocado Toast"", ""size"": null, ""quantity"": 1, ""modifiers"": []}], ""total_price"": 19.0}"
226,"Hit me with two short Americanos include coconut milk wait scratch that you know, one, and also a few tall CARAMEL MACCHIATOs include sugar free vanilla add light ice and skim milk wait wait, change that to one plus double short Espressos include Almond Milk include oat milk... wait cancel that oat milk. breve add Soy Milk.","{""items"": [{""name"": ""Caramel Macchiato"", ""size"": ""Tall"", ""quantity"": 1, ""modifiers"": [""Sugar Free Vanilla"", ""Light Ice"", ""Skim Milk""]}, {""name"": ""Espresso"", ""size"": ""Short"", ""quantity"": 2, ""modifiers"": [""Almond Milk"", ""Breve"", ""Soy Milk""]}], ""total_price"": 14.75}"
